"year","indicator","values","trend_type","labels","yAxisLabels","min","values_temp","values_all_else"
1799,"x10_tropical_forest_tropical_forset_loss_percent",2.02311488866486,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.02311488866486,2.02311488866486
1800,"x10_tropical_forest_tropical_forset_loss_percent",2.04634039360022,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.04634039360022,2.04634039360022
1801,"x10_tropical_forest_tropical_forset_loss_percent",2.07560610304888,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.07560610304888,2.07560610304888
1802,"x10_tropical_forest_tropical_forset_loss_percent",2.10492591879432,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.10492591879432,2.10492591879432
1803,"x10_tropical_forest_tropical_forset_loss_percent",2.13430615637987,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.13430615637987,2.13430615637987
1804,"x10_tropical_forest_tropical_forset_loss_percent",2.1639099359215,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.1639099359215,2.1639099359215
1805,"x10_tropical_forest_tropical_forset_loss_percent",2.19392168071125,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.19392168071125,2.19392168071125
1806,"x10_tropical_forest_tropical_forset_loss_percent",2.22277150691715,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.22277150691715,2.22277150691715
1807,"x10_tropical_forest_tropical_forset_loss_percent",2.25230473147075,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.25230473147075,2.25230473147075
1808,"x10_tropical_forest_tropical_forset_loss_percent",2.28145247222534,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.28145247222534,2.28145247222534
1809,"x10_tropical_forest_tropical_forset_loss_percent",2.31090472585746,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.31090472585746,2.31090472585746
1810,"x10_tropical_forest_tropical_forset_loss_percent",2.3399341208706,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.3399341208706,2.3399341208706
1811,"x10_tropical_forest_tropical_forset_loss_percent",2.37163588620871,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.37163588620871,2.37163588620871
1812,"x10_tropical_forest_tropical_forset_loss_percent",2.40211936438203,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.40211936438203,2.40211936438203
1813,"x10_tropical_forest_tropical_forset_loss_percent",2.43329335767205,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.43329335767205,2.43329335767205
1814,"x10_tropical_forest_tropical_forset_loss_percent",2.46464314929565,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.46464314929565,2.46464314929565
1815,"x10_tropical_forest_tropical_forset_loss_percent",2.49570563082769,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.49570563082769,2.49570563082769
1816,"x10_tropical_forest_tropical_forset_loss_percent",2.52724634981035,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.52724634981035,2.52724634981035
1817,"x10_tropical_forest_tropical_forset_loss_percent",2.55849457430022,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.55849457430022,2.55849457430022
1818,"x10_tropical_forest_tropical_forset_loss_percent",2.58959914374429,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.58959914374429,2.58959914374429
1819,"x10_tropical_forest_tropical_forset_loss_percent",2.62079500578144,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.62079500578144,2.62079500578144
1820,"x10_tropical_forest_tropical_forset_loss_percent",2.65275712232456,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.65275712232456,2.65275712232456
1821,"x10_tropical_forest_tropical_forset_loss_percent",2.68475486984361,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.68475486984361,2.68475486984361
1822,"x10_tropical_forest_tropical_forset_loss_percent",2.71709172433587,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.71709172433587,2.71709172433587
1823,"x10_tropical_forest_tropical_forset_loss_percent",2.74868457011663,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.74868457011663,2.74868457011663
1824,"x10_tropical_forest_tropical_forset_loss_percent",2.78107303296687,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.78107303296687,2.78107303296687
1825,"x10_tropical_forest_tropical_forset_loss_percent",2.81332839809754,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.81332839809754,2.81332839809754
1826,"x10_tropical_forest_tropical_forset_loss_percent",2.84536573558983,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.84536573558983,2.84536573558983
1827,"x10_tropical_forest_tropical_forset_loss_percent",2.87793310741441,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.87793310741441,2.87793310741441
1828,"x10_tropical_forest_tropical_forset_loss_percent",2.91058093172033,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.91058093172033,2.91058093172033
1829,"x10_tropical_forest_tropical_forset_loss_percent",2.94312553931028,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.94312553931028,2.94312553931028
1830,"x10_tropical_forest_tropical_forset_loss_percent",2.97593144072366,"Earth System Trends","Tropical Forest Loss","% loss area",NA,2.97593144072366,2.97593144072366
1831,"x10_tropical_forest_tropical_forset_loss_percent",3.01301928052907,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.01301928052907,3.01301928052907
1832,"x10_tropical_forest_tropical_forset_loss_percent",3.04926861412731,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.04926861412731,3.04926861412731
1833,"x10_tropical_forest_tropical_forset_loss_percent",3.08574898349798,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.08574898349798,3.08574898349798
1834,"x10_tropical_forest_tropical_forset_loss_percent",3.12230697749478,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.12230697749478,3.12230697749478
1835,"x10_tropical_forest_tropical_forset_loss_percent",3.15861899521733,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.15861899521733,3.15861899521733
1836,"x10_tropical_forest_tropical_forset_loss_percent",3.19501655556063,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.19501655556063,3.19501655556063
1837,"x10_tropical_forest_tropical_forset_loss_percent",3.23245420105821,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.23245420105821,3.23245420105821
1838,"x10_tropical_forest_tropical_forset_loss_percent",3.2692309767881,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.2692309767881,3.2692309767881
1839,"x10_tropical_forest_tropical_forset_loss_percent",3.30591895786371,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.30591895786371,3.30591895786371
1840,"x10_tropical_forest_tropical_forset_loss_percent",3.34259133860464,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.34259133860464,3.34259133860464
1841,"x10_tropical_forest_tropical_forset_loss_percent",3.37981995846964,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.37981995846964,3.37981995846964
1842,"x10_tropical_forest_tropical_forset_loss_percent",3.41711847348981,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.41711847348981,3.41711847348981
1843,"x10_tropical_forest_tropical_forset_loss_percent",3.45452077079698,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.45452077079698,3.45452077079698
1844,"x10_tropical_forest_tropical_forset_loss_percent",3.49194361718551,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.49194361718551,3.49194361718551
1845,"x10_tropical_forest_tropical_forset_loss_percent",3.5292977466919,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.5292977466919,3.5292977466919
1846,"x10_tropical_forest_tropical_forset_loss_percent",3.56692188924202,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.56692188924202,3.56692188924202
1847,"x10_tropical_forest_tropical_forset_loss_percent",3.60431164972432,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.60431164972432,3.60431164972432
1848,"x10_tropical_forest_tropical_forset_loss_percent",3.64169589588893,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.64169589588893,3.64169589588893
1849,"x10_tropical_forest_tropical_forset_loss_percent",3.67940096222959,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.67940096222959,3.67940096222959
1850,"x10_tropical_forest_tropical_forset_loss_percent",3.71685915680851,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.71685915680851,3.71685915680851
1851,"x10_tropical_forest_tropical_forset_loss_percent",3.78492549084556,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.78492549084556,3.78492549084556
1852,"x10_tropical_forest_tropical_forset_loss_percent",3.85270149841215,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.85270149841215,3.85270149841215
1853,"x10_tropical_forest_tropical_forset_loss_percent",3.92146084550467,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.92146084550467,3.92146084550467
1854,"x10_tropical_forest_tropical_forset_loss_percent",3.99050377934603,"Earth System Trends","Tropical Forest Loss","% loss area",NA,3.99050377934603,3.99050377934603
1855,"x10_tropical_forest_tropical_forset_loss_percent",4.0591348832038,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.0591348832038,4.0591348832038
1856,"x10_tropical_forest_tropical_forset_loss_percent",4.12702947216645,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.12702947216645,4.12702947216645
1857,"x10_tropical_forest_tropical_forset_loss_percent",4.19632276545767,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.19632276545767,4.19632276545767
1858,"x10_tropical_forest_tropical_forset_loss_percent",4.26547565573662,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.26547565573662,4.26547565573662
1859,"x10_tropical_forest_tropical_forset_loss_percent",4.33431135492041,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.33431135492041,4.33431135492041
1860,"x10_tropical_forest_tropical_forset_loss_percent",4.40299816752625,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.40299816752625,4.40299816752625
1861,"x10_tropical_forest_tropical_forset_loss_percent",4.47491863258966,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.47491863258966,4.47491863258966
1862,"x10_tropical_forest_tropical_forset_loss_percent",4.54679262656543,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.54679262656543,4.54679262656543
1863,"x10_tropical_forest_tropical_forset_loss_percent",4.61960909755906,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.61960909755906,4.61960909755906
1864,"x10_tropical_forest_tropical_forset_loss_percent",4.69149053822026,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.69149053822026,4.69149053822026
1865,"x10_tropical_forest_tropical_forset_loss_percent",4.76477214426859,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.76477214426859,4.76477214426859
1866,"x10_tropical_forest_tropical_forset_loss_percent",4.83646496698585,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.83646496698585,4.83646496698585
1867,"x10_tropical_forest_tropical_forset_loss_percent",4.90916780533007,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.90916780533007,4.90916780533007
1868,"x10_tropical_forest_tropical_forset_loss_percent",4.98281132971716,"Earth System Trends","Tropical Forest Loss","% loss area",NA,4.98281132971716,4.98281132971716
1869,"x10_tropical_forest_tropical_forset_loss_percent",5.0556294974239,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.0556294974239,5.0556294974239
1870,"x10_tropical_forest_tropical_forset_loss_percent",5.12880831093456,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.12880831093456,5.12880831093456
1871,"x10_tropical_forest_tropical_forset_loss_percent",5.21455769504537,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.21455769504537,5.21455769504537
1872,"x10_tropical_forest_tropical_forset_loss_percent",5.30160713846807,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.30160713846807,5.30160713846807
1873,"x10_tropical_forest_tropical_forset_loss_percent",5.38825776004125,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.38825776004125,5.38825776004125
1874,"x10_tropical_forest_tropical_forset_loss_percent",5.4755818353379,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.4755818353379,5.4755818353379
1875,"x10_tropical_forest_tropical_forset_loss_percent",5.56303292846537,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.56303292846537,5.56303292846537
1876,"x10_tropical_forest_tropical_forset_loss_percent",5.64971022613957,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.64971022613957,5.64971022613957
1877,"x10_tropical_forest_tropical_forset_loss_percent",5.73726481876853,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.73726481876853,5.73726481876853
1878,"x10_tropical_forest_tropical_forset_loss_percent",5.82436426809792,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.82436426809792,5.82436426809792
1879,"x10_tropical_forest_tropical_forset_loss_percent",5.91207618373961,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.91207618373961,5.91207618373961
1880,"x10_tropical_forest_tropical_forset_loss_percent",5.99986435721071,"Earth System Trends","Tropical Forest Loss","% loss area",NA,5.99986435721071,5.99986435721071
1881,"x10_tropical_forest_tropical_forset_loss_percent",6.08529914242698,"Earth System Trends","Tropical Forest Loss","% loss area",NA,6.08529914242698,6.08529914242698
1882,"x10_tropical_forest_tropical_forset_loss_percent",6.17028222490088,"Earth System Trends","Tropical Forest Loss","% loss area",NA,6.17028222490088,6.17028222490088
1883,"x10_tropical_forest_tropical_forset_loss_percent",6.26118702475389,"Earth System Trends","Tropical Forest Loss","% loss area",NA,6.26118702475389,6.26118702475389
1884,"x10_tropical_forest_tropical_forset_loss_percent",6.34740154391942,"Earth System Trends","Tropical Forest Loss","% loss area",NA,6.34740154391942,6.34740154391942
1885,"x10_tropical_forest_tropical_forset_loss_percent",6.43307061694163,"Earth System Trends","Tropical Forest Loss","% loss area",NA,6.43307061694163,6.43307061694163
1886,"x10_tropical_forest_tropical_forset_loss_percent",6.51921806880724,"Earth System Trends","Tropical Forest Loss","% loss area",NA,6.51921806880724,6.51921806880724
1887,"x10_tropical_forest_tropical_forset_loss_percent",6.60631709395833,"Earth System Trends","Tropical Forest Loss","% loss area",NA,6.60631709395833,6.60631709395833
1888,"x10_tropical_forest_tropical_forset_loss_percent",6.69375286953663,"Earth System Trends","Tropical Forest Loss","% loss area",NA,6.69375286953663,6.69375286953663
1889,"x10_tropical_forest_tropical_forset_loss_percent",6.78100827508206,"Earth System Trends","Tropical Forest Loss","% loss area",NA,6.78100827508206,6.78100827508206
1890,"x10_tropical_forest_tropical_forset_loss_percent",6.86915652878602,"Earth System Trends","Tropical Forest Loss","% loss area",NA,6.86915652878602,6.86915652878602
1891,"x10_tropical_forest_tropical_forset_loss_percent",6.96520317067613,"Earth System Trends","Tropical Forest Loss","% loss area",NA,6.96520317067613,6.96520317067613
1892,"x10_tropical_forest_tropical_forset_loss_percent",7.06098540810205,"Earth System Trends","Tropical Forest Loss","% loss area",NA,7.06098540810205,7.06098540810205
1893,"x10_tropical_forest_tropical_forset_loss_percent",7.15641911237066,"Earth System Trends","Tropical Forest Loss","% loss area",NA,7.15641911237066,7.15641911237066
1894,"x10_tropical_forest_tropical_forset_loss_percent",7.25221544194181,"Earth System Trends","Tropical Forest Loss","% loss area",NA,7.25221544194181,7.25221544194181
1895,"x10_tropical_forest_tropical_forset_loss_percent",7.3480281259424,"Earth System Trends","Tropical Forest Loss","% loss area",NA,7.3480281259424,7.3480281259424
1896,"x10_tropical_forest_tropical_forset_loss_percent",7.44501568952996,"Earth System Trends","Tropical Forest Loss","% loss area",NA,7.44501568952996,7.44501568952996
1897,"x10_tropical_forest_tropical_forset_loss_percent",7.54185549768166,"Earth System Trends","Tropical Forest Loss","% loss area",NA,7.54185549768166,7.54185549768166
1898,"x10_tropical_forest_tropical_forset_loss_percent",7.63935334774582,"Earth System Trends","Tropical Forest Loss","% loss area",NA,7.63935334774582,7.63935334774582
1899,"x10_tropical_forest_tropical_forset_loss_percent",7.73779584285014,"Earth System Trends","Tropical Forest Loss","% loss area",NA,7.73779584285014,7.73779584285014
1900,"x10_tropical_forest_tropical_forset_loss_percent",7.8396640017823,"Earth System Trends","Tropical Forest Loss","% loss area",NA,7.8396640017823,7.8396640017823
1901,"x10_tropical_forest_tropical_forset_loss_percent",7.97146811898399,"Earth System Trends","Tropical Forest Loss","% loss area",NA,7.97146811898399,7.97146811898399
1902,"x10_tropical_forest_tropical_forset_loss_percent",8.09479672987763,"Earth System Trends","Tropical Forest Loss","% loss area",NA,8.09479672987763,8.09479672987763
1903,"x10_tropical_forest_tropical_forset_loss_percent",8.21917838692869,"Earth System Trends","Tropical Forest Loss","% loss area",NA,8.21917838692869,8.21917838692869
1904,"x10_tropical_forest_tropical_forset_loss_percent",8.3486609292469,"Earth System Trends","Tropical Forest Loss","% loss area",NA,8.3486609292469,8.3486609292469
1905,"x10_tropical_forest_tropical_forset_loss_percent",8.47476503291965,"Earth System Trends","Tropical Forest Loss","% loss area",NA,8.47476503291965,8.47476503291965
1906,"x10_tropical_forest_tropical_forset_loss_percent",8.59748607911675,"Earth System Trends","Tropical Forest Loss","% loss area",NA,8.59748607911675,8.59748607911675
1907,"x10_tropical_forest_tropical_forset_loss_percent",8.71994790525092,"Earth System Trends","Tropical Forest Loss","% loss area",NA,8.71994790525092,8.71994790525092
1908,"x10_tropical_forest_tropical_forset_loss_percent",8.84865071361988,"Earth System Trends","Tropical Forest Loss","% loss area",NA,8.84865071361988,8.84865071361988
1909,"x10_tropical_forest_tropical_forset_loss_percent",8.97499457228537,"Earth System Trends","Tropical Forest Loss","% loss area",NA,8.97499457228537,8.97499457228537
1910,"x10_tropical_forest_tropical_forset_loss_percent",9.09913303378649,"Earth System Trends","Tropical Forest Loss","% loss area",NA,9.09913303378649,9.09913303378649
1911,"x10_tropical_forest_tropical_forset_loss_percent",9.22891221811851,"Earth System Trends","Tropical Forest Loss","% loss area",NA,9.22891221811851,9.22891221811851
1912,"x10_tropical_forest_tropical_forset_loss_percent",9.36016919246375,"Earth System Trends","Tropical Forest Loss","% loss area",NA,9.36016919246375,9.36016919246375
1913,"x10_tropical_forest_tropical_forset_loss_percent",9.48723533248637,"Earth System Trends","Tropical Forest Loss","% loss area",NA,9.48723533248637,9.48723533248637
1914,"x10_tropical_forest_tropical_forset_loss_percent",9.62794827767946,"Earth System Trends","Tropical Forest Loss","% loss area",NA,9.62794827767946,9.62794827767946
1915,"x10_tropical_forest_tropical_forset_loss_percent",9.76594106179413,"Earth System Trends","Tropical Forest Loss","% loss area",NA,9.76594106179413,9.76594106179413
1916,"x10_tropical_forest_tropical_forset_loss_percent",9.87478450270293,"Earth System Trends","Tropical Forest Loss","% loss area",NA,9.87478450270293,9.87478450270293
1917,"x10_tropical_forest_tropical_forset_loss_percent",9.98468362910068,"Earth System Trends","Tropical Forest Loss","% loss area",NA,9.98468362910068,9.98468362910068
1918,"x10_tropical_forest_tropical_forset_loss_percent",10.0933787018716,"Earth System Trends","Tropical Forest Loss","% loss area",NA,10.0933787018716,10.0933787018716
1919,"x10_tropical_forest_tropical_forset_loss_percent",10.2066569738787,"Earth System Trends","Tropical Forest Loss","% loss area",NA,10.2066569738787,10.2066569738787
1920,"x10_tropical_forest_tropical_forset_loss_percent",10.3257290028155,"Earth System Trends","Tropical Forest Loss","% loss area",NA,10.3257290028155,10.3257290028155
1921,"x10_tropical_forest_tropical_forset_loss_percent",10.4979523146785,"Earth System Trends","Tropical Forest Loss","% loss area",NA,10.4979523146785,10.4979523146785
1922,"x10_tropical_forest_tropical_forset_loss_percent",10.667629237167,"Earth System Trends","Tropical Forest Loss","% loss area",NA,10.667629237167,10.667629237167
1923,"x10_tropical_forest_tropical_forset_loss_percent",10.8420245303716,"Earth System Trends","Tropical Forest Loss","% loss area",NA,10.8420245303716,10.8420245303716
1924,"x10_tropical_forest_tropical_forset_loss_percent",11.0126364831925,"Earth System Trends","Tropical Forest Loss","% loss area",NA,11.0126364831925,11.0126364831925
1925,"x10_tropical_forest_tropical_forset_loss_percent",11.1919587485675,"Earth System Trends","Tropical Forest Loss","% loss area",NA,11.1919587485675,11.1919587485675
1926,"x10_tropical_forest_tropical_forset_loss_percent",11.3646371094682,"Earth System Trends","Tropical Forest Loss","% loss area",NA,11.3646371094682,11.3646371094682
1927,"x10_tropical_forest_tropical_forset_loss_percent",11.5463445764694,"Earth System Trends","Tropical Forest Loss","% loss area",NA,11.5463445764694,11.5463445764694
1928,"x10_tropical_forest_tropical_forset_loss_percent",11.7220545867023,"Earth System Trends","Tropical Forest Loss","% loss area",NA,11.7220545867023,11.7220545867023
1929,"x10_tropical_forest_tropical_forset_loss_percent",11.9136841022244,"Earth System Trends","Tropical Forest Loss","% loss area",NA,11.9136841022244,11.9136841022244
1930,"x10_tropical_forest_tropical_forset_loss_percent",12.0930924286603,"Earth System Trends","Tropical Forest Loss","% loss area",NA,12.0930924286603,12.0930924286603
1931,"x10_tropical_forest_tropical_forset_loss_percent",12.2726570412287,"Earth System Trends","Tropical Forest Loss","% loss area",NA,12.2726570412287,12.2726570412287
1932,"x10_tropical_forest_tropical_forset_loss_percent",12.4560708832078,"Earth System Trends","Tropical Forest Loss","% loss area",NA,12.4560708832078,12.4560708832078
1933,"x10_tropical_forest_tropical_forset_loss_percent",12.6392763122562,"Earth System Trends","Tropical Forest Loss","% loss area",NA,12.6392763122562,12.6392763122562
1934,"x10_tropical_forest_tropical_forset_loss_percent",12.8271184812664,"Earth System Trends","Tropical Forest Loss","% loss area",NA,12.8271184812664,12.8271184812664
1935,"x10_tropical_forest_tropical_forset_loss_percent",13.0148939128932,"Earth System Trends","Tropical Forest Loss","% loss area",NA,13.0148939128932,13.0148939128932
1936,"x10_tropical_forest_tropical_forset_loss_percent",13.2537241498389,"Earth System Trends","Tropical Forest Loss","% loss area",NA,13.2537241498389,13.2537241498389
1937,"x10_tropical_forest_tropical_forset_loss_percent",13.4581257206465,"Earth System Trends","Tropical Forest Loss","% loss area",NA,13.4581257206465,13.4581257206465
1938,"x10_tropical_forest_tropical_forset_loss_percent",13.6293955268562,"Earth System Trends","Tropical Forest Loss","% loss area",NA,13.6293955268562,13.6293955268562
1939,"x10_tropical_forest_tropical_forset_loss_percent",13.8550471100651,"Earth System Trends","Tropical Forest Loss","% loss area",NA,13.8550471100651,13.8550471100651
1940,"x10_tropical_forest_tropical_forset_loss_percent",14.0318414613866,"Earth System Trends","Tropical Forest Loss","% loss area",NA,14.0318414613866,14.0318414613866
1941,"x10_tropical_forest_tropical_forset_loss_percent",14.1994184657109,"Earth System Trends","Tropical Forest Loss","% loss area",NA,14.1994184657109,14.1994184657109
1942,"x10_tropical_forest_tropical_forset_loss_percent",14.3937987302789,"Earth System Trends","Tropical Forest Loss","% loss area",NA,14.3937987302789,14.3937987302789
1943,"x10_tropical_forest_tropical_forset_loss_percent",14.63460248026,"Earth System Trends","Tropical Forest Loss","% loss area",NA,14.63460248026,14.63460248026
1944,"x10_tropical_forest_tropical_forset_loss_percent",14.808732426382,"Earth System Trends","Tropical Forest Loss","% loss area",NA,14.808732426382,14.808732426382
1945,"x10_tropical_forest_tropical_forset_loss_percent",15.0095348444433,"Earth System Trends","Tropical Forest Loss","% loss area",NA,15.0095348444433,15.0095348444433
1946,"x10_tropical_forest_tropical_forset_loss_percent",15.2689901849151,"Earth System Trends","Tropical Forest Loss","% loss area",NA,15.2689901849151,15.2689901849151
1947,"x10_tropical_forest_tropical_forset_loss_percent",15.4348736810029,"Earth System Trends","Tropical Forest Loss","% loss area",NA,15.4348736810029,15.4348736810029
1948,"x10_tropical_forest_tropical_forset_loss_percent",15.6522371975747,"Earth System Trends","Tropical Forest Loss","% loss area",NA,15.6522371975747,15.6522371975747
1949,"x10_tropical_forest_tropical_forset_loss_percent",15.8573188204347,"Earth System Trends","Tropical Forest Loss","% loss area",NA,15.8573188204347,15.8573188204347
1950,"x10_tropical_forest_tropical_forset_loss_percent",16.1666544636858,"Earth System Trends","Tropical Forest Loss","% loss area",NA,16.1666544636858,16.1666544636858
1951,"x10_tropical_forest_tropical_forset_loss_percent",16.4383430116286,"Earth System Trends","Tropical Forest Loss","% loss area",NA,16.4383430116286,16.4383430116286
1952,"x10_tropical_forest_tropical_forset_loss_percent",16.8348700095042,"Earth System Trends","Tropical Forest Loss","% loss area",NA,16.8348700095042,16.8348700095042
1953,"x10_tropical_forest_tropical_forset_loss_percent",17.1243505270781,"Earth System Trends","Tropical Forest Loss","% loss area",NA,17.1243505270781,17.1243505270781
1954,"x10_tropical_forest_tropical_forset_loss_percent",17.3424021550896,"Earth System Trends","Tropical Forest Loss","% loss area",NA,17.3424021550896,17.3424021550896
1955,"x10_tropical_forest_tropical_forset_loss_percent",17.6047949773144,"Earth System Trends","Tropical Forest Loss","% loss area",NA,17.6047949773144,17.6047949773144
1956,"x10_tropical_forest_tropical_forset_loss_percent",17.9041955167796,"Earth System Trends","Tropical Forest Loss","% loss area",NA,17.9041955167796,17.9041955167796
1957,"x10_tropical_forest_tropical_forset_loss_percent",18.2246325184452,"Earth System Trends","Tropical Forest Loss","% loss area",NA,18.2246325184452,18.2246325184452
1958,"x10_tropical_forest_tropical_forset_loss_percent",18.4984609987037,"Earth System Trends","Tropical Forest Loss","% loss area",NA,18.4984609987037,18.4984609987037
1959,"x10_tropical_forest_tropical_forset_loss_percent",18.7589489305134,"Earth System Trends","Tropical Forest Loss","% loss area",NA,18.7589489305134,18.7589489305134
1960,"x10_tropical_forest_tropical_forset_loss_percent",19.0369316715002,"Earth System Trends","Tropical Forest Loss","% loss area",NA,19.0369316715002,19.0369316715002
1961,"x10_tropical_forest_tropical_forset_loss_percent",19.2107112463591,"Earth System Trends","Tropical Forest Loss","% loss area",NA,19.2107112463591,19.2107112463591
1962,"x10_tropical_forest_tropical_forset_loss_percent",19.3310434147181,"Earth System Trends","Tropical Forest Loss","% loss area",NA,19.3310434147181,19.3310434147181
1963,"x10_tropical_forest_tropical_forset_loss_percent",19.4643527992597,"Earth System Trends","Tropical Forest Loss","% loss area",NA,19.4643527992597,19.4643527992597
1964,"x10_tropical_forest_tropical_forset_loss_percent",19.6017080905433,"Earth System Trends","Tropical Forest Loss","% loss area",NA,19.6017080905433,19.6017080905433
1965,"x10_tropical_forest_tropical_forset_loss_percent",19.6817683954987,"Earth System Trends","Tropical Forest Loss","% loss area",NA,19.6817683954987,19.6817683954987
1966,"x10_tropical_forest_tropical_forset_loss_percent",19.7997148437915,"Earth System Trends","Tropical Forest Loss","% loss area",NA,19.7997148437915,19.7997148437915
1967,"x10_tropical_forest_tropical_forset_loss_percent",19.9176870255669,"Earth System Trends","Tropical Forest Loss","% loss area",NA,19.9176870255669,19.9176870255669
1968,"x10_tropical_forest_tropical_forset_loss_percent",20.0636254230501,"Earth System Trends","Tropical Forest Loss","% loss area",NA,20.0636254230501,20.0636254230501
1969,"x10_tropical_forest_tropical_forset_loss_percent",20.1262973875778,"Earth System Trends","Tropical Forest Loss","% loss area",NA,20.1262973875778,20.1262973875778
1970,"x10_tropical_forest_tropical_forset_loss_percent",20.17268703299,"Earth System Trends","Tropical Forest Loss","% loss area",NA,20.17268703299,20.17268703299
1971,"x10_tropical_forest_tropical_forset_loss_percent",20.1991962905515,"Earth System Trends","Tropical Forest Loss","% loss area",NA,20.1991962905515,20.1991962905515
1972,"x10_tropical_forest_tropical_forset_loss_percent",20.4192072923223,"Earth System Trends","Tropical Forest Loss","% loss area",NA,20.4192072923223,20.4192072923223
1973,"x10_tropical_forest_tropical_forset_loss_percent",20.5703268861612,"Earth System Trends","Tropical Forest Loss","% loss area",NA,20.5703268861612,20.5703268861612
1974,"x10_tropical_forest_tropical_forset_loss_percent",20.7426871133482,"Earth System Trends","Tropical Forest Loss","% loss area",NA,20.7426871133482,20.7426871133482
